"Response to ""High BMI at diagnosis is associated with inferior survival in patients with osteosarcoma""",2013,Donald,Barkauskas
"Response to ""High BMI at diagnosis is associated with inferior survival in patients with osteosarcoma""",2013,Paul,Meyers
"Response to ""High BMI at diagnosis is associated with inferior survival in patients with osteosarcoma""",2013,Carola,Arndt
Written information for patients: From papers to documents],2014,M C,Cortés-Criado
Pulmonary embolism in elderly patients: prognostic impact of the Cumulative Illness Rating Scale (CIRS) on short-term mortality,2014,Roberto,Castelli
Pulmonary embolism in elderly patients: prognostic impact of the Cumulative Illness Rating Scale (CIRS) on short-term mortality,2014,Paolo,Bucciarelli
Pulmonary embolism in elderly patients: prognostic impact of the Cumulative Illness Rating Scale (CIRS) on short-term mortality,2014,Fernando,Porro
Pulmonary embolism in elderly patients: prognostic impact of the Cumulative Illness Rating Scale (CIRS) on short-term mortality,2014,Federica,Depetri
Pulmonary embolism in elderly patients: prognostic impact of the Cumulative Illness Rating Scale (CIRS) on short-term mortality,2014,Massimo,Cugno
Chronic tooth pulp inflammation induces persistent expression of phosphorylated ERK (pERK) and phosphorylated p38 (pp38) in trigeminal subnucleus caudalis,2014,M A,Worsley
Chronic tooth pulp inflammation induces persistent expression of phosphorylated ERK (pERK) and phosphorylated p38 (pp38) in trigeminal subnucleus caudalis,2014,C E,Allen
Chronic tooth pulp inflammation induces persistent expression of phosphorylated ERK (pERK) and phosphorylated p38 (pp38) in trigeminal subnucleus caudalis,2014,A,Billinton
Chronic tooth pulp inflammation induces persistent expression of phosphorylated ERK (pERK) and phosphorylated p38 (pp38) in trigeminal subnucleus caudalis,2014,A E,King
Chronic tooth pulp inflammation induces persistent expression of phosphorylated ERK (pERK) and phosphorylated p38 (pp38) in trigeminal subnucleus caudalis,2014,F M,Boissonade
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Ioannis,Heliopoulos
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Dimitrios,Artemis
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Konstantinos,Vadikolias
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Grigorios,Tripsianis
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Charitomeni,Piperidou
Association of ultrasonographic parameters with subclinical white-matter hyperintensities in hypertensive patients,2012,Georgios,Tsivgoulis
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Sang Joon,Son
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Jinna,Kim
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Eun,Lee
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Jin Young,Park
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Kee,Namkoong
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Chang Hyung,Hong
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Jeonghun,Ku
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Eosu,Kim
Effect of hypertension on the resting-state functional connectivity in patients with Alzheimer's disease (AD),2014,Byoung Hoon,Oh
mTOR Inhibition: From Aging to Autism and Beyond,2013,Matt,Kaeberlein
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Rubina,Tabassum
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Alok,Jaiswal
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Ganesh,Chauhan
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Om Prakash,Dwivedi
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Saurabh,Ghosh
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Raman K,Marwaha
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Nikhil,Tandon
Genetic variant of AMD1 is associated with obesity in urban Indian children,2012,Dwaipayan,Bharadwaj
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,A,Rapin
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,A,Etossé
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,L,Tambosco
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,J,Nicomette
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,L,Percebois-Macadré
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,P,Mouret
Aerobic capacities and exercise tolerance in neuromuscular diseases: a descriptive study,2013,F C,Boyer
Regulation of claudins in blood-tissue barriers under physiological and pathological states,2013,Andreia,Gonçalves
Regulation of claudins in blood-tissue barriers under physiological and pathological states,2013,António Francisco,Ambrósio
Regulation of claudins in blood-tissue barriers under physiological and pathological states,2013,Rosa,Fernandes
Chromosome instability predicts the progression of premalignant oral lesions,2013,T J H,Siebers
Chromosome instability predicts the progression of premalignant oral lesions,2013,V E,Bergshoeff
Chromosome instability predicts the progression of premalignant oral lesions,2013,I,Otte-Höller
Chromosome instability predicts the progression of premalignant oral lesions,2013,B,Kremer
Chromosome instability predicts the progression of premalignant oral lesions,2013,E J M,Speel
Chromosome instability predicts the progression of premalignant oral lesions,2013,J A W M,van der Laak
Chromosome instability predicts the progression of premalignant oral lesions,2013,M A W,Merkx
Chromosome instability predicts the progression of premalignant oral lesions,2013,P J,Slootweg
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Jiapeng,Leng
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Qing,Guan
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Tuanqi,Sun
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Yi,Wu
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Yanjing,Cao
Application of isotope-based carboxy group derivatization in LC-MS/MS analysis of tissue free-fatty acids for thyroid carcinoma,2013,Yinlong,Guo
Metformin: a metabolic disruptor and anti-diabetic drug to target human leukemia,2014,Célia,Rosilio
Metformin: a metabolic disruptor and anti-diabetic drug to target human leukemia,2014,Issam,Ben-Sahra
Metformin: a metabolic disruptor and anti-diabetic drug to target human leukemia,2014,Frédéric,Bost
Metformin: a metabolic disruptor and anti-diabetic drug to target human leukemia,2014,Jean-François,Peyron
Increased fatigue resistance of respiratory muscles during exercise after respiratory muscle endurance training,2006,Samuel,Verges
Increased fatigue resistance of respiratory muscles during exercise after respiratory muscle endurance training,2006,Oliver,Lenherr
Increased fatigue resistance of respiratory muscles during exercise after respiratory muscle endurance training,2006,Andrea C,Haner
Increased fatigue resistance of respiratory muscles during exercise after respiratory muscle endurance training,2006,Christian,Schulz
Increased fatigue resistance of respiratory muscles during exercise after respiratory muscle endurance training,2006,Christina M,Spengler
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Yongfeng,Gong
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Miao,Yu
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Jing,Yang
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Ernie,Gonzales
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Ronaldo,Perez
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Mingli,Hou
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Piyush,Tripathi
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Kathleen S,Hering-Smith
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,L Lee,Hamm
The Cap1-claudin-4 regulatory pathway is important for renal chloride reabsorption and blood pressure regulation,2014,Jianghui,Hou
Outcome measurements after oral cancer treatment: speech and speech-related aspects--an overview,2012,M,Schuster
Outcome measurements after oral cancer treatment: speech and speech-related aspects--an overview,2012,F,Stelzle
Adipose tissue heterogeneity: implication of depot differences in adipose tissue for obesity complications,2012,Mi-Jeong,Lee
Adipose tissue heterogeneity: implication of depot differences in adipose tissue for obesity complications,2012,Yuanyuan,Wu
Adipose tissue heterogeneity: implication of depot differences in adipose tissue for obesity complications,2012,Susan K,Fried
Mapping the Alzheimer's brain with connectomics,2012,Teng,Xie
Mapping the Alzheimer's brain with connectomics,2012,Yong,He
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Amanda J,Thompson
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Zhongxing,Peng-Chen
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Marlon,Pastrana
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Kelly D,Foote
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Ihtsham,Haq
Intraoperative smile in a multiple sclerosis patient with medication-refractory tremor,2013,Michael S,Okun
Gem depletion: amyotrophic lateral sclerosis and spinal muscular atrophy crossover,2014,Ruben J,Cauchi
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Bilal A,Tahir
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Andrew J,Swift
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Helen,Marshall
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Juan,Parra-Robles
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Matthew Q,Hatton
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Ruth,Hartley
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Richard,Kay
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Christopher E,Brightling
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Wim,Vos
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Jim M,Wild
A method for quantitative analysis of regional lung ventilation using deformable image registration of CT and hybrid hyperpolarized gas/(1)H MRI,2014,Rob H,Ireland
The co-expression of cytokeratin and p63 in epithelioid angiosarcoma of the parotid gland: a diagnostic pitfall,2012,Xu-Yong,Lin
The co-expression of cytokeratin and p63 in epithelioid angiosarcoma of the parotid gland: a diagnostic pitfall,2012,Yang,Liu
The co-expression of cytokeratin and p63 in epithelioid angiosarcoma of the parotid gland: a diagnostic pitfall,2012,Yong,Zhang
The co-expression of cytokeratin and p63 in epithelioid angiosarcoma of the parotid gland: a diagnostic pitfall,2012,Juan-Han,Yu
The co-expression of cytokeratin and p63 in epithelioid angiosarcoma of the parotid gland: a diagnostic pitfall,2012,En-Hua,Wang
PFT-alpha inhibits antibody-induced activation of p53 and pro-apoptotic signaling in 1-LN prostate cancer cells,2009,U K,Misra
PFT-alpha inhibits antibody-induced activation of p53 and pro-apoptotic signaling in 1-LN prostate cancer cells,2009,S V,Pizzo
Venocentric Lesions: An MRI Marker of MS?,2013,Matthew P,Quinn
Venocentric Lesions: An MRI Marker of MS?,2013,Marcelo,Kremenchutzky
Venocentric Lesions: An MRI Marker of MS?,2013,Ravi S,Menon
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Virginia A,Rauh
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Frederica P,Perera
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Megan K,Horton
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Robin M,Whyatt
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Ravi,Bansal
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Xuejun,Hao
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Jun,Liu
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Dana Boyd,Barr
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Theodore A,Slotkin
Brain anomalies in children exposed prenatally to a common organophosphate pesticide,2012,Bradley S,Peterson
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Erica T,Warner
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Graham A,Colditz
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Julie R,Palmer
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Ann H,Partridge
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Bernard A,Rosner
Reproductive factors and risk of premenopausal breast cancer by age at diagnosis: are there differences before and after age 40?,2013,Rulla M,Tamimi
Genotype-phenotype associations in WT1 glomerulopathy,2014,Beata S,Lipska
Genotype-phenotype associations in WT1 glomerulopathy,2014,Bruno,Ranchin
Genotype-phenotype associations in WT1 glomerulopathy,2014,Paraskevas,Iatropoulos
Genotype-phenotype associations in WT1 glomerulopathy,2014,Jutta,Gellermann
Genotype-phenotype associations in WT1 glomerulopathy,2014,Anette,Melk
Genotype-phenotype associations in WT1 glomerulopathy,2014,Fatih,Ozaltin
Genotype-phenotype associations in WT1 glomerulopathy,2014,Gianluca,Caridi
Genotype-phenotype associations in WT1 glomerulopathy,2014,Tomas,Seeman
Genotype-phenotype associations in WT1 glomerulopathy,2014,Kalman,Tory
Genotype-phenotype associations in WT1 glomerulopathy,2014,Augustina,Jankauskiene
Genotype-phenotype associations in WT1 glomerulopathy,2014,Aleksandra,Zurowska
Genotype-phenotype associations in WT1 glomerulopathy,2014,Maria,Szczepanska
Genotype-phenotype associations in WT1 glomerulopathy,2014,Anna,Wasilewska
Genotype-phenotype associations in WT1 glomerulopathy,2014,Jerome,Harambat
Genotype-phenotype associations in WT1 glomerulopathy,2014,Agnes,Trautmann
Genotype-phenotype associations in WT1 glomerulopathy,2014,Amira,Peco-Antic
Genotype-phenotype associations in WT1 glomerulopathy,2014,Halina,Borzecka
Genotype-phenotype associations in WT1 glomerulopathy,2014,Anna,Moczulska
Genotype-phenotype associations in WT1 glomerulopathy,2014,Bassam,Saeed
Genotype-phenotype associations in WT1 glomerulopathy,2014,Radovan,Bogdanovic
Genotype-phenotype associations in WT1 glomerulopathy,2014,Mukaddes,Kalyoncu
Genotype-phenotype associations in WT1 glomerulopathy,2014,Eva,Simkova
Genotype-phenotype associations in WT1 glomerulopathy,2014,Ozlem,Erdogan
Genotype-phenotype associations in WT1 glomerulopathy,2014,Kristina,Vrljicak
Genotype-phenotype associations in WT1 glomerulopathy,2014,Ana,Teixeira
Genotype-phenotype associations in WT1 glomerulopathy,2014,Marta,Azocar
Genotype-phenotype associations in WT1 glomerulopathy,2014,Franz,Schaefer
Genotype-phenotype associations in WT1 glomerulopathy,2014,[Collective Name],PodoNet Consortium
Short-term outcomes following intrauterine transfusion in Scotland,2009,Laura,McGlone
Short-term outcomes following intrauterine transfusion in Scotland,2009,J H,Simpson
Short-term outcomes following intrauterine transfusion in Scotland,2009,C,Scott-Lang
Short-term outcomes following intrauterine transfusion in Scotland,2009,A D,Cameron
Short-term outcomes following intrauterine transfusion in Scotland,2009,J,Brennand
Endothelin receptor antagonists - a brief description of the new class of drugs,2014,Agata,Kowalczyk
Endothelin receptor antagonists - a brief description of the new class of drugs,2014,Michał,Kołodziejczyk
Endothelin receptor antagonists - a brief description of the new class of drugs,2014,Anna,Gorąca
Squamous cell carcinoma of the oral cavity and the oropharynx in patients less than 40 years of age: a 20-year analysis,2012,Samuel E,Udeabor
Squamous cell carcinoma of the oral cavity and the oropharynx in patients less than 40 years of age: a 20-year analysis,2012,Majeed,Rana
Squamous cell carcinoma of the oral cavity and the oropharynx in patients less than 40 years of age: a 20-year analysis,2012,Gerd,Wegener
Squamous cell carcinoma of the oral cavity and the oropharynx in patients less than 40 years of age: a 20-year analysis,2012,Nils-Claudius,Gellrich
Squamous cell carcinoma of the oral cavity and the oropharynx in patients less than 40 years of age: a 20-year analysis,2012,André M,Eckardt
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Miao,Tian
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Li,Sheng
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Peng,Huang
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Jun,Li
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Chuan-Huan,Zhang
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Jun,Yang
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Yu-Hua,Liao
Agonistic autoantibodies against the angiotensin AT1 receptor increase in unstable angina patients after stent implantation,2014,Liu-Dong,Li
Effect of postural changes on ICP in healthy and ill subjects,2014,Morten,Andresen
Effect of postural changes on ICP in healthy and ill subjects,2014,Amer,Hadi
Effect of postural changes on ICP in healthy and ill subjects,2014,Lonnie G,Petersen
Effect of postural changes on ICP in healthy and ill subjects,2014,Marianne,Juhler
Reconstructing Aboriginal Identity and the Meaning of the Body in Blood Donation Decisions,2014,Stacey A,Hawkins
Reconstructing Aboriginal Identity and the Meaning of the Body in Blood Donation Decisions,2014,James,Gillett
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Johannes C,Klein
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Benedikt,Lorenz
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Jun-Suk,Kang
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Simon,Baudrexel
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Carola,Seifried
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Simone,van de Loo
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Helmuth,Steinmetz
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Ralph,Deichmann
Diffusion tensor imaging of white matter involvement in essential tremor,2010,Rüdiger,Hilker
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Peter,Mezes
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Miltiadis E,Krokidis
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Konstantinos,Katsanos
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Stavros,Spiliopoulos
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Tarun,Sabharwal
Palliation of Esophageal Cancer with a Double-layered Covered Nitinol Stent: Long-term Outcomes and Predictors of Stent Migration and Patient Survival,2014,Andreas,Adam
Occupational Rhinoconjunctivitis due to Maize in a Snack Processor: A Cross-Reactivity Study Between Lipid Transfer Proteins From Different Cereals and Peach,2014,Daiana,Guillen
Occupational Rhinoconjunctivitis due to Maize in a Snack Processor: A Cross-Reactivity Study Between Lipid Transfer Proteins From Different Cereals and Peach,2014,Pilar,Barranco
Occupational Rhinoconjunctivitis due to Maize in a Snack Processor: A Cross-Reactivity Study Between Lipid Transfer Proteins From Different Cereals and Peach,2014,Arantxa,Palacín
Occupational Rhinoconjunctivitis due to Maize in a Snack Processor: A Cross-Reactivity Study Between Lipid Transfer Proteins From Different Cereals and Peach,2014,Santiago,Quirce
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Michele,Del Vecchio
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Roberta,Mortarini
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Gabrina,Tragni
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Lorenza,Di Guardo
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Ilaria,Bersani
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Giuseppe,Di Tolla
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Francesco,Agustoni
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Valentina,Colonna
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Jeffrey S,Weber
T-cell activation and maturation at tumor site associated with objective response to ipilimumab in metastatic melanoma,2011,Andrea,Anichini
SCAI expert consensus statement for renal artery stenting appropriate use,2014,Sahil A,Parikh
SCAI expert consensus statement for renal artery stenting appropriate use,2014,Mehdi H,Shishehbor
SCAI expert consensus statement for renal artery stenting appropriate use,2014,Bruce H,Gray
SCAI expert consensus statement for renal artery stenting appropriate use,2014,Christopher J,White
SCAI expert consensus statement for renal artery stenting appropriate use,2014,Michael R,Jaff
Necrotizing leukoencephalopathy following CHOP chemotherapy,2008,Anne H,Blaes
Necrotizing leukoencephalopathy following CHOP chemotherapy,2008,Karen S,Santa-Cruz
Necrotizing leukoencephalopathy following CHOP chemotherapy,2008,Chung K K,Lee
Necrotizing leukoencephalopathy following CHOP chemotherapy,2008,Susanta K,Hui
Necrotizing leukoencephalopathy following CHOP chemotherapy,2008,Bruce A,Peterson
Supervision and feedback for junior medical staff in Australian emergency departments: findings from the emergency medicine capacity assessment study,2010,George A,Jelinek
Supervision and feedback for junior medical staff in Australian emergency departments: findings from the emergency medicine capacity assessment study,2010,Tracey J,Weiland
Supervision and feedback for junior medical staff in Australian emergency departments: findings from the emergency medicine capacity assessment study,2010,Claire,Mackinlay
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Carlos Aurélio,Schiavon
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Dimas Tadahiro,Ikeoka
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Marcio Gonçalves,de Sousa
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Cellys Roberta Ananias,Silva
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Angela Cristine,Bersch-Ferreira
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Juliana Dantas,de Oliveira
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Patrícia Malvina,Noujaim
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Ricardo Vitor,Cohen
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Celso,Amodeo
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,Otávio,Berwanger
Effects of gastric bypass surgery in patients with hypertension: rationale and design for a randomised controlled trial (GATEWAY study),2014,[Collective Name],GATEWAY (GAstric bypass surgery to TrEat patients With steAdy hYpertension) Investigators
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,Daniel C,Bullard
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,Xianzhen,Hu
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,David,Crawford
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,Kristin,McDonald
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,Theresa N,Ramos
Expression of a single ICAM-1 isoform on T cells is sufficient for development of experimental autoimmune encephalomyelitis,2014,Scott R,Barnum
Prevalence and risk factors for suicidal ideation in a multiple sclerosis population,2014,Rebecca,Viner
Prevalence and risk factors for suicidal ideation in a multiple sclerosis population,2014,Scott B,Patten
Prevalence and risk factors for suicidal ideation in a multiple sclerosis population,2014,Sandra,Berzins
Prevalence and risk factors for suicidal ideation in a multiple sclerosis population,2014,Andrew G M,Bulloch
Prevalence and risk factors for suicidal ideation in a multiple sclerosis population,2014,Kirsten M,Fiest
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Tine,De Ryck
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Charlotte,Grootaert
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Laura,Jaspaert
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Frederiek-Maarten,Kerckhof
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Mireille,Van Gele
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Joachim,De Schrijver
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Pieter,Van den Abbeele
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Simon,Swift
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Marc,Bracke
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Tom,Van de Wiele
Development of an oral mucosa model to study host-microbiome interactions during wound healing,2014,Barbara,Vanhoecke
Neurovascular unit dysfunction with blood-brain barrier hyperpermeability contributes to major depressive disorder: a review of clinical and experimental evidence,2013,Souhel,Najjar
Neurovascular unit dysfunction with blood-brain barrier hyperpermeability contributes to major depressive disorder: a review of clinical and experimental evidence,2013,Daniel M,Pearlman
Neurovascular unit dysfunction with blood-brain barrier hyperpermeability contributes to major depressive disorder: a review of clinical and experimental evidence,2013,Orrin,Devinsky
Neurovascular unit dysfunction with blood-brain barrier hyperpermeability contributes to major depressive disorder: a review of clinical and experimental evidence,2013,Amanda,Najjar
Neurovascular unit dysfunction with blood-brain barrier hyperpermeability contributes to major depressive disorder: a review of clinical and experimental evidence,2013,David,Zagzag
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Yu San,Chang
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Yu Hsuan,Wu
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Chung Yao,Hsu
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Shu Hui,Tang
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Li Ling,Yang
Impairment of perceptual and motor abilities at the end of a night shift is greater in nurses working fast rotating shifts,2011,Shu Fang,Su
Correspondence (letter to the editor): A big challenge,2013,Armin,Mainz
Resting-state functional connectivity in multiple sclerosis: an examination of group differences and individual differences,2013,Alisha L,Janssen
Resting-state functional connectivity in multiple sclerosis: an examination of group differences and individual differences,2013,Aaron,Boster
Resting-state functional connectivity in multiple sclerosis: an examination of group differences and individual differences,2013,Beth A,Patterson
