Effects of caffeine on exercise performance in sedentary females,2010,Karen E Wallman
Effects of caffeine on exercise performance in sedentary females,2010,Jin W Goh
Effects of caffeine on exercise performance in sedentary females,2010,Kym J Guelfi
Predictors of large and small artery elasticity in healthy subjects from 9 to 89 years old,2011,Andrew W Gardner
Predictors of large and small artery elasticity in healthy subjects from 9 to 89 years old,2011,Donald E Parker
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,M Kono
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,T Nomura
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,Y Ohguchi
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,O Mizuno
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,S Suzuki
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,H Tsujiuchi
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,N Hamajima
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,W H I McLean
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,H Shimizu
Comprehensive screening for a complete set of Japanese-population-specific filaggrin gene mutations,2014,M Akiyama
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Angela S Donin
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Claire M Nightingale
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Chris G Owen
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Alicja R Rudnicka
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Michael R Perkin
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Susan A Jebb
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Alison M Stephen
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Naveed Sattar
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Derek G Cook
Regular breakfast consumption and type 2 diabetes risk markers in 9- to 10-year-old children in the child heart and health study in England (CHASE): a cross-sectional analysis,2014,Peter H Whincup
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Lisa Cosgrove
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Sheldon Krimsky
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Emily E Wheeler
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Jenesse Kaitz
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Scott B Greenspan
Tripartite conflicts of interest and high stakes patent extensions in the DSM-5,2014,Nicole L DiPentima
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Carmela R Balistreri
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Calogera Pisano
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Adriana Martorana
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Oreste F Triolo
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Domenico Lio
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Giuseppina Candore
Are the leukocyte telomere length attrition and telomerase activity alteration potential predictor biomarkers for sporadic TAA in aged individuals?,2014,Giovanni Ruvolo
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Akihiro Tokushige
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Hiroki Shiomi
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Takeshi Morimoto
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Koh Ono
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Yutaka Furukawa
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Yoshihisa Nakagawa
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Kazushige Kadota
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Kenji Ando
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Satoshi Shizuta
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Tomohisa Tada
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Junichi Tazaki
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Yoshihiro Kato
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Mamoru Hayano
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Mitsuru Abe
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Shuichi Hamasaki
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Mitsuru Ohishi
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Hitoshi Nakashima
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Kazuaki Mitsudo
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Masakiyo Nobuyoshi
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Toru Kita
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Yutaka Imoto
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Ryuzo Sakata
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Hitoshi Okabayashi
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Michiya Hanyu
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Mitsuomi Shimamoto
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Noboru Nishiwaki
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Tatsuhiko Komiya
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,Takeshi Kimura
Incidence and outcome of surgical procedures after coronary artery bypass grafting compared with those after percutaneous coronary intervention: a report from the Coronary Revascularization Demonstrating Outcome Study in Kyoto PCI/CABG Registry Cohort-2,2014,[Collective Name] CREDO-Kyoto PCI/CABG Registry Cohort-2 Investigators
Screening programmes for the early detection and prevention of oral cancer,2013,Paul Brocklehurst
Screening programmes for the early detection and prevention of oral cancer,2013,Omar Kujan
Screening programmes for the early detection and prevention of oral cancer,2013,Lucy A O'Malley
Screening programmes for the early detection and prevention of oral cancer,2013,Graham Ogden
Screening programmes for the early detection and prevention of oral cancer,2013,Simon Shepherd
Screening programmes for the early detection and prevention of oral cancer,2013,Anne-Marie Glenny
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Mir Saeed Yekaninejad
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Amir H Pakpour
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Jyothi Tadakamadla
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Santhosh Kumar
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Seyed Hamzeh Mosavi
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Bengt Fridlund
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Andrew Bottomley
Oral-health-related quality of life in patients with cancer: cultural adaptation and the psychometric testing of the Persian version of EORTC QLQ-OH17,2014,Neil K Aaronson
Decreased expression of Kallmann syndrome 1 sequence gene (KAL1) contributes to oral squamous cell carcinoma progression and significantly correlates with poorly differentiated grade,2014,Jiannan Liu
Decreased expression of Kallmann syndrome 1 sequence gene (KAL1) contributes to oral squamous cell carcinoma progression and significantly correlates with poorly differentiated grade,2014,Wei Cao
Decreased expression of Kallmann syndrome 1 sequence gene (KAL1) contributes to oral squamous cell carcinoma progression and significantly correlates with poorly differentiated grade,2014,Wantao Chen
Decreased expression of Kallmann syndrome 1 sequence gene (KAL1) contributes to oral squamous cell carcinoma progression and significantly correlates with poorly differentiated grade,2014,Liqun Xu
Decreased expression of Kallmann syndrome 1 sequence gene (KAL1) contributes to oral squamous cell carcinoma progression and significantly correlates with poorly differentiated grade,2014,Chenping Zhang
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Surabhi Bhatt
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Priscilla Mutharasan
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Obed A Garcia
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Nadereh Jafari
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Richard S Legro
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Andrea Dunaif
The inflammatory gene pathway is not a major contributor to polycystic ovary snydrome,2014,Margrit Urbanek
Prognostic implication of liver histology in patients with nonalcoholic fatty liver disease in diabetes,2013,Iliana Doycheva
Prognostic implication of liver histology in patients with nonalcoholic fatty liver disease in diabetes,2013,Niraj Patel
Prognostic implication of liver histology in patients with nonalcoholic fatty liver disease in diabetes,2013,Michael Peterson
Prognostic implication of liver histology in patients with nonalcoholic fatty liver disease in diabetes,2013,Rohit Loomba
Endocrine-disrupting chemicals: associated disorders and mechanisms of action,2012,Sam De Coster
Endocrine-disrupting chemicals: associated disorders and mechanisms of action,2012,Nicolas van Larebeke
IGF-I and IGFBP-3 during continuous and interval exercise,2007,J L Copeland
IGF-I and IGFBP-3 during continuous and interval exercise,2007,L Heggie
Obesity and colorectal cancer,2013,Mark Hull
Obesity and colorectal cancer,2013,Jesper Lagergren
Neural evidence for description dependent reward processing in the framing effect,2014,Rongjun Yu
Neural evidence for description dependent reward processing in the framing effect,2014,Ping Zhang
Laquinimod for multiple sclerosis,2013,Dian He
Laquinimod for multiple sclerosis,2013,Kai Han
Laquinimod for multiple sclerosis,2013,Xiangdong Gao
Laquinimod for multiple sclerosis,2013,Shuai Dong
Laquinimod for multiple sclerosis,2013,Lan Chu
Laquinimod for multiple sclerosis,2013,ZhanHui Feng
Laquinimod for multiple sclerosis,2013,Shan Wu
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Francesco Moretto
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Monica Rampino
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Fernando Munoz
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Maria Grazia Ruo Redda
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Alessia Reali
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Vittoria Balcet
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Serena Badellino
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Cristina Piva
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Marina Schena
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Mario Airoldi
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Oliviero Ostellino
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Giancarlo Pecorari
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Riccardo Ragona
Conventional 2D (2DRT) and 3D conformal radiotherapy (3DCRT) versus intensity-modulated radiotherapy (IMRT) for nasopharyngeal cancer treatment,2014,Umberto Ricardi
Bathing and generalized asteatotic eczema: a case-control study,2008,L-F Li
Bathing and generalized asteatotic eczema: a case-control study,2008,Y-Z Lan
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,Sara Samuel
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,Vanessa F Tumilasci
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,Stephanie Oliere
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,Thi Liên-Anh Nguyên
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,April Shamy
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,John Bell
VSV oncolysis in combination with the BCL-2 inhibitor obatoclax overcomes apoptosis resistance in chronic lymphocytic leukemia,2010,John Hiscott
Attitudes of prehospital emergency care professionals toward refusal of treatment: A regional survey in Turkey,2013,Hasan Erbay
Attitudes of prehospital emergency care professionals toward refusal of treatment: A regional survey in Turkey,2013,Sultan Alan
Attitudes of prehospital emergency care professionals toward refusal of treatment: A regional survey in Turkey,2013,Selim Kadioglu
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,A Savar
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,S Acin
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,C L Gonzalez
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,T El-Sawy
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,O Mejia
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,Z Li
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,B Esmaeli
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,A Lacy-Hulbert
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,A K El-Naggar
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,J H McCarty
Loss of epithelial p53 and αv integrin cooperate through Akt to induce squamous cell carcinoma yet prevent remodeling of the tumor microenvironment,2014,C Caulin
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Anna Guerra
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Vincenzo Marotta
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Maurilio Deandrea
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Manuela Motta
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Paolo Piero Limone
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Alessia Caleo
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Pio Zeppa
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Silvano Esposito
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Franco Fulciniti
BRAF (V600E) associates with cytoplasmatic localization of p27kip1 and higher cytokeratin 19 expression in papillary thyroid carcinoma,2012,Mario Vitale
An aspirin a day: the allure (and distraction) of chemoprevention,2012,Isra G Levy
An aspirin a day: the allure (and distraction) of chemoprevention,2012,Carolyn P Pim
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Kunio Yoshizawa
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Shinichi Nozaki
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Aki Kato
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Mariko Hirai
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Mizuki Yanase
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Taisuke Yoshimoto
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Iyo Kimura
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Shiro Sugiura
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Ayako Okamune
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Hiroko Kitahara
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Natsuyo Noguchi
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Koroku Kato
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Koichiro Ueki
Loss of claudin-7 is a negative prognostic factor for invasion and metastasis in oral squamous cell carcinoma,2012,Shuichi Kawashiri
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Daniel Grant Schwartz
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Benjamin J Cottrell
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Matthew J Teusink
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Rachel E Clark
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Katheryne L Downes
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Richard S Tannenbaum
Factors that predict postoperative motion in patients treated with reverse shoulder arthroplasty,2014,Mark A Frankle
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Dagmar Simon
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Jennifer Wittwer
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Ganna Kostylina
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Urs Buettiker
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Hans-Uwe Simon
Alefacept (lymphocyte function-associated molecule 3/IgG fusion protein) treatment for atopic eczema,2008,Nikhil Yawalkar
Pharmacological approaches to coronary microvascular dysfunction,2014,Giacinta Guarini
Pharmacological approaches to coronary microvascular dysfunction,2014,Alda Huqi
Pharmacological approaches to coronary microvascular dysfunction,2014,Doralisa Morrone
Pharmacological approaches to coronary microvascular dysfunction,2014,Paola Capozza
Pharmacological approaches to coronary microvascular dysfunction,2014,Giancarlo Todiere
Pharmacological approaches to coronary microvascular dysfunction,2014,Mario Marzilli
17beta-estradiol supplementation decreases glucose rate of appearance and disappearance with no effect on glycogen utilization during moderate intensity exercise in men,2005,Michaela C Devries
17beta-estradiol supplementation decreases glucose rate of appearance and disappearance with no effect on glycogen utilization during moderate intensity exercise in men,2005,Mazen J Hamadeh
17beta-estradiol supplementation decreases glucose rate of appearance and disappearance with no effect on glycogen utilization during moderate intensity exercise in men,2005,Terry E Graham
17beta-estradiol supplementation decreases glucose rate of appearance and disappearance with no effect on glycogen utilization during moderate intensity exercise in men,2005,Mark A Tarnopolsky
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Aoife O'Donovan
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Beth E Cohen
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Karen H Seal
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Dan Bertenthal
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Mary Margaretten
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Kristen Nishimi
Elevated Risk for Autoimmune Disorders in Iraq and Afghanistan Veterans with Posttraumatic Stress Disorder,2014,Thomas C Neylan
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,X S Sun
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,S R Sun
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,N Guevara
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,P Y Marcy
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,I Peyrottes
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,S Lassalle
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,A Lacout
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,J L Sadoul
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,J Santini
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,D Benisvy
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,A Lepinoy
Indications of external beam radiation therapy in non-anaplastic thyroid cancer and impact of innovative radiation techniques,2012,J Thariat
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Liwei Lang
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Xiaoyu Liu
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Yan Li
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Qing Zhou
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Ping Xie
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Chunhong Yan
A synthetic manassantin a derivative inhibits hypoxia-inducible factor 1 and tumor growth,2014,Xiaoguang Chen
